id,O3_anual_f
"2216",30.083696
"1720",29.631005
"112",32.102557
"3706",32.102557
"7406",29.631005
"4168",32.959955
"3259",31.295413
"5593",32.017563
"9263",31.933537
"8401",31.951024
"3316",35.667708
"623",31.951024
"7923",35.667708
"2786",35.667708
"2310",30.925798
"6703",32.045742
"5547",31.295413
"6509",35.667708
"6892",35.667708
"2951",30.632082
"3767",35.667708
"3851",30.925798
"638",30.712341
"3384",31.137939
"4596",32.540101
"426",32.284448
"7865",30.083696
"4878",30.083696
"8978",32.137073
"6578",32.137073
"1656",32.284448
"521",32.284448
"8339",32.137073
"6954",35.667708
"3330",31.238305
"714",35.667708
"2204",32.137073
"3043",34.656966
"8584",30.231371
"43",30.231371
"8130",33.824885
"8329",31.951024
"7139",31.951024
"7456",32.284448
"9642",31.951024
"6864",32.137073
"2914",32.959955
"3804",30.083696
"2266",32.045742
"6302",32.045742
"3678",29.631005
"5694",34.523609
"742",30.083696
"994",32.284448
"4801",32.284448
"1484",30.925798
"3539",30.925798
"8048",31.335726
"7041",30.632082
"1134",30.083696
"8717",30.083696
"9193",32.137073
"2694",30.083696
"2564",32.284448
"2569",30.083696
"887",31.295413
"3944",32.284448
"7244",30.712341
"3642",30.925798
"7980",35.667708
"692",32.137073
"6491",31.951024
"6392",31.951024
"1603",31.295413
"573",30.231371
"4263",30.932881
"3689",32.137073
"710",30.508963
"9311",35.667708
"9511",30.083696
"7307",31.335726
"3011",34.591572
"2771",32.959955
"5662",35.667708
"501",34.591572
"8410",30.712341
"3579",32.284448
"130",30.632082
"1342",31.137939
"6620",35.667708
"3826",30.083696
"3865",32.137073
"3500",30.083696
"2808",30.083696
"5219",31.951024
"4171",30.083696
"113",31.137939
"3075",32.959955
"2783",31.137939
"4908",32.137073
"8881",33.824885
"5164",32.959955
"3843",31.951024
"5439",32.959955
"798",30.932881
"2431",35.667708
"8342",35.667708
"9870",31.295413
"161",35.667708
"877",33.824885
"4379",30.932881
"4781",30.925798
"7321",30.925798
"2822",34.656966
"8256",31.295413
"4275",32.102557
"6161",33.824885
"6742",31.846904
"6580",30.393058
"1956",32.045742
"2108",31.657669
"404",35.667708
"9150",35.667708
"6143",31.137939
"5320",31.137939
"2082",30.313180
"6429",35.667708
"5687",30.932881
"7893",30.313180
"778",31.084773
"1797",34.591572
"5906",34.656966
"3184",31.137939
"4915",31.516114
"3495",32.137073
"7372",34.591572
"8200",34.591572
"7487",31.657669
"8535",31.335726
"8365",31.295413
"7087",35.667708
"3720",32.045742
"9198",30.313180
"556",35.667708
"4738",31.137939
"4965",32.045742
"7950",34.591572
"8019",34.591572
"1364",32.045742
"8395",30.932881
"2115",30.393058
"9806",30.932881
"4611",30.545165
"1984",35.667708
"3769",33.625808
"6967",31.084773
"9669",31.084773
"9419",31.084773
"8863",30.472169
"5488",30.472169
"2663",30.393058
"2305",31.295413
"5148",32.045742
"3415",31.295413
"6110",35.667708
"2262",30.590727
"7326",35.667708
"5578",34.591572
"322",32.137073
"7121",30.313180
"6543",32.045742
"3939",30.925798
"6050",30.313180
"2793",29.533854
"4340",31.667785
"5661",31.657669
"9894",31.657669
"982",30.313180
"8753",34.656966
"1010",33.570995
"6591",30.313180
"6713",31.657669
"9623",32.137073
"402",31.657669
"6499",30.472169
"7753",30.572426
"1944",31.657669
"757",32.045742
"332",29.533854
"9161",35.667708
"5379",29.533854
"1576",33.077431
"1862",31.516114
"9596",30.308544
"1313",31.657669
"9692",29.533854
"454",29.998781
"3020",30.714551
"3133",31.563778
"612",29.998781
"9519",31.801166
"9204",32.137073
"9257",35.328704
"6169",35.399695
"3578",30.313180
"1283",31.563778
"639",29.998781
"3821",29.832912
"4244",30.612747
"781",31.801166
"8214",30.308544
"2554",30.590727
"2430",32.056819
"4798",31.175814
"5642",29.533854
"8789",31.518800
"7071",31.518800
"651",31.563778
"4422",29.832912
"9374",31.153481
"6565",30.257179
"5382",31.801166
"8426",31.563778
"4508",31.036654
"2446",31.619615
"9046",29.998781
"9229",29.998781
"3589",30.472169
"1934",31.153481
"1273",30.257179
"9140",32.064617
"5491",32.056819
"6887",31.563778
"7522",29.832912
"8590",31.518800
"8835",31.036654
"2814",33.584757
"4226",30.257179
"5371",29.832912
"4870",30.308544
"9928",31.563778
"5496",30.257179
"913",31.257278
"7459",31.563778
"7985",29.832912
"116",30.308544
"1844",31.563778
"8980",30.714551
"2748",30.308544
"1610",31.036654
"1718",30.612747
"7423",31.022317
"3891",31.563778
"9766",31.257278
"4640",31.257278
"3478",30.308544
"5749",33.456778
"8729",31.257278
"1466",31.563778
"9664",30.714551
"7848",33.584757
"6221",30.308544
"4259",31.022317
"9755",30.308544
"9344",31.295765
"4229",31.563778
"5358",33.584757
"3050",33.584757
"6574",30.714551
"3412",31.563778
"8741",31.563778
"6640",31.022317
"9892",31.563778
"9941",31.563778
"4014",33.584757
"7823",31.563778
"6815",32.064617
"8431",31.563778
"4593",31.563778
"6555",31.295765
"5958",31.486607
"3112",33.584757
"9917",31.139990
"3813",32.107420
"2331",33.584757
"7629",31.563778
"3170",30.714551
"4812",31.944305
"8135",31.257278
"8796",31.295765
"7555",31.257278
"2942",29.082071
"9002",30.714551
"6561",33.584757
"288",31.717966
"5927",31.257278
"3386",32.334713
"4702",33.584757
"7632",31.295765
"5872",32.490556
"6115",33.584757
"4650",31.257278
"2806",31.295765
"1087",31.257278
"6947",31.022317
"9243",31.022317
"5852",31.563778
"1549",31.790600
"6432",31.674602
"8824",31.257278
"4685",31.944305
"2736",31.563778
"1891",31.488639
"5560",31.944305
"8003",31.488639
"9006",33.584757
"4813",31.295765
"614",31.717966
"1978",33.584757
"4848",31.563778
"3829",30.308544
"7655",31.717966
"1208",29.082071
"7168",31.257278
"6374",31.790600
"8841",33.584757
"8883",31.257278
"8668",31.022317
"8387",31.022317
"6084",31.488639
"2292",31.295765
"5912",31.944305
"3709",31.790600
"6105",31.257278
"217",29.082071
"2371",30.308544
"1472",31.674602
"9990",31.479602
"6430",31.717966
"9599",33.584757
"9192",29.082071
"7530",31.022317
"621",32.490556
"4821",31.479602
"8124",31.944529
"2227",31.944529
"2137",33.584757
"8642",33.584757
"9233",31.022317
"1869",31.717966
"1139",31.022317
"536",31.488639
"1538",31.295765
"8982",31.944305
"8927",33.584757
"7247",31.488639
"9817",31.488639
"6768",33.584757
"121",33.584757
"283",29.082071
"3914",31.717966
"5880",33.584757
"9238",31.257278
"8354",33.584757
"2999",29.082071
"2978",31.022317
"2335",31.488639
"8110",33.584757
"9465",31.295765
"1532",31.717966
"6411",31.257278
"1945",33.584757
"3774",31.257278
"5543",29.082071
"3013",31.717966
"9223",31.944305
"2231",29.082071
"4411",29.082071
"6007",31.022317
"4957",30.308544
"3567",31.295765
"3505",31.022317
"3452",31.257278
"8864",31.257278
"4963",33.584757
"9942",31.717966
"7201",31.479602
"435",31.488639
"148",31.257278
"6318",31.790600
"1404",31.488639
"2886",31.295765
"4177",30.308544
"6049",31.022317
"715",29.082071
"4568",31.257278
"9151",31.488639
"8993",31.488639
"2967",31.790600
"1476",31.257278
"864",29.082071
"4986",29.082071
"6684",33.584757
"306",31.257278
"7888",31.257278
"5479",33.584757
"2653",31.488639
"2142",29.082071
"169",31.257278
"871",31.295765
"2494",31.944305
"1140",30.705496
"9341",33.584757
"4057",31.488639
"6035",29.082071
"9431",29.082071
"4401",29.082071
"5044",29.082071
"4294",29.082071
"5619",33.584757
"2183",33.584757
"7471",31.790600
"1",30.589499
"3722",31.944305
"557",31.790600
"3463",31.257278
"2052",31.257278
"3833",33.584757
"7445",29.082071
"5915",33.584757
"5890",29.082071
"1732",31.488639
"4403",31.488639
"7265",33.584757
"9081",30.673828
"5235",31.823705
"2992",31.295765
"1734",31.790600
"3573",31.488639
"3670",29.082071
"6604",33.584757
"873",33.584757
"5435",31.488639
"3984",31.488639
"9923",29.082071
"5401",31.488639
"38",31.257278
"3754",33.584757
"9738",31.488639
"90",30.929903
"1467",30.929903
"9237",33.584757
"1924",29.082071
"1387",30.673828
"9495",33.584757
"9022",33.584757
"2913",33.584757
"9132",30.673828
"3503",29.082071
"5000",33.584757
"4114",33.584757
"9321",30.453805
"3876",29.082071
"6425",31.667986
"7771",31.488639
"9217",31.488639
"1728",31.488639
"4335",31.717966
"7671",33.584757
"3136",33.584757
"943",33.584757
"7118",31.488639
"4298",30.929903
"6300",31.257278
"6387",30.717480
"560",30.929903
"9062",33.584757
"5273",33.584757
"7126",31.488639
"1792",31.050503
"1220",31.488639
"4868",30.453805
"129",30.717480
"6781",33.584757
"5259",30.717480
"15",31.460332
"6700",29.082071
"41",31.367840
"7512",33.584757
"4010",33.584757
"4705",29.082071
"1090",30.717480
"9471",30.717480
"7833",31.488639
"5324",31.488639
"9591",30.929903
"3363",30.717480
"3996",30.717480
"3054",30.134750
"2551",30.929903
"4131",31.488639
"3398",31.050503
"656",31.050503
"1188",33.584757
"6808",33.584757
"2730",33.584757
"9015",30.929903
"7313",33.584757
"9595",31.050503
"4402",31.488639
"8175",30.453805
"2811",31.050503
"8476",33.584757
"8643",31.488639
"4847",30.134750
"2097",31.460332
"5278",31.367840
"7158",30.929903
"6600",31.488639
"9269",30.717480
"325",33.584757
"4750",33.584757
"1605",33.584757
"6452",33.584757
"8414",30.929903
"1459",30.929903
"8301",31.488639
"7638",31.050503
"9275",31.460332
"3730",31.050503
"9458",30.717480
"7658",30.717480
"9648",30.717480
"523",29.423773
"2367",29.423773
"9165",30.717480
"3207",31.050503
"1487",31.050503
"2802",31.050503
"5726",31.050503
"375",31.050503
"7884",31.050503
"7452",29.988877
"8896",33.584757
"8777",31.488639
"9647",30.929903
"3088",33.584757
"7726",30.717480
"7149",30.717480
"5247",29.863542
"9996",30.134750
"9088",33.584757
"345",33.584757
"2742",33.584757
"6051",33.584757
"6966",31.050503
"6749",29.423773
"3723",30.134750
"6697",30.717480
"7925",30.929903
"663",30.929903
"3151",33.584757
"366",30.717480
"140",33.584757
"183",30.929903
"3972",30.929903
"2873",30.929903
"3329",33.584757
"4658",33.584757
"4620",30.929903
"4912",33.584757
"8480",30.929903
"3638",30.929903
"4366",30.929903
"8068",33.584757
"8219",33.584757
"1154",33.584757
"9668",30.929903
"4515",30.929903
"4388",30.929903
"5977",30.717480
"9684",30.929903
"7170",30.929903
"5747",33.584757
"3611",33.584757
"1557",33.584757
"3285",30.929903
"9390",30.929903
"1279",33.584757
"8910",30.929903
"1947",30.929903
"8925",30.929903
"760",33.584757
"4105",33.584757
"9682",33.584757
"5701",33.584757
"2044",33.584757
"9940",30.929903
"550",33.584757
"2860",30.929903
"7579",30.929903
"2763",30.929903
"5583",30.929903
"2425",33.584757
"5386",33.584757
"379",33.584757
"7767",30.717480
"1331",30.717480
"848",30.717480
"2991",30.929903
"3282",33.584757
"5754",30.929903
"2213",33.883286
"5414",30.929903
"3534",30.717480
"6483",30.929903
"13",30.929903
"1132",33.883286
"3278",31.460332
"5186",30.929903
"5528",30.929903
"6908",30.929903
"2326",33.883286
"9083",33.584757
"1262",33.883286
"9530",31.460332
"1872",30.929903
"4980",30.929903
"3946",30.929903
"6748",30.717480
"5683",33.584757
"2474",30.929903
"2514",30.929903
"2471",31.460332
"1268",33.883286
"9840",30.717480
"403",30.929903
"6441",30.717480
"4833",30.929903
"618",30.717480
"9255",31.460332
"8946",32.657968
"6920",30.717480
"278",32.657968
"5843",33.584757
"8466",33.883286
"45",33.752161
"9905",32.657968
"9432",31.460332
"2510",32.657968
"8761",31.460332
"7129",33.883286
"680",33.883286
"6924",33.883286
"898",30.929903
"8238",33.883286
"8218",30.929903
"7999",30.929903
"3828",33.752161
"1537",32.657968
"3261",31.460332
"7076",31.460332
"4260",30.929903
"4020",33.883286
"8522",33.883286
"399",30.929903
"344",30.717480
"9412",30.717480
"1779",30.929903
"5700",28.871891
"4093",32.657968
"438",31.908074
"9705",33.883286
"488",33.883286
"9014",30.929903
"1086",33.883286
"94",30.717480
"9072",31.434903
"4841",31.460332
"9222",31.460332
"2385",30.717480
"8844",30.717480
"3328",31.434903
"9494",33.883286
"6601",30.929903
"9177",30.929903
"2355",28.871891
"7754",30.929903
"3693",31.434903
"6566",31.908074
"74",30.929903
"8332",33.883286
"9673",31.460332
"8905",31.460332
"5523",31.434903
"6651",28.871891
"1260",31.292925
"168",31.292925
"2284",31.908074
"4504",33.752161
"1992",28.871891
"7156",32.657968
"5978",31.279433
"8893",31.460332
"6343",32.657968
"7759",31.908074
"1634",32.657968
"7732",28.871891
"4476",32.657968
"2501",32.657968
"2682",31.279433
"4499",31.434903
"7049",28.871891
"1599",32.657968
"4273",30.717480
"8670",33.883286
"9602",30.717480
"2520",31.434903
"7432",30.717480
"177",31.292925
"8083",31.908074
"9367",31.292925
"617",31.292925
"3283",31.908074
"4361",32.657968
"2853",31.908074
"2531",32.657968
"8123",32.657968
"7282",28.871891
"5770",28.871891
"1940",32.657968
"5908",28.871891
"5546",30.408230
"5306",32.657968
"8099",32.657968
"2254",30.408230
"4710",28.871891
"9621",31.434903
"6058",31.434903
"7013",31.434903
"9531",28.871891
"1579",31.908074
"9366",31.434903
"3998",30.717480
"1383",28.871891
"891",31.445580
"6744",28.871891
"3639",28.871891
"4407",30.681666
"5867",33.752161
"3470",31.434903
"3254",32.657968
"8635",32.657968
"4518",32.657968
"7446",32.657968
"1109",32.657968
"2973",32.442202
"5387",28.871891
"9064",32.657968
"9300",28.871891
"1455",33.883286
"7867",29.627990
"4392",30.160425
"7272",33.883286
"791",28.871891
"9978",28.871891
"2392",31.434903
"6929",30.665340
"2838",29.627990
"8167",32.657968
"6345",32.657968
"1131",31.434903
"9845",28.871891
"6687",28.871891
"8163",32.442202
"1788",31.434903
"7052",32.442202
"8061",28.871891
"796",32.657968
"7850",28.871891
"8647",33.010222
"6659",30.665340
"5190",28.871891
"6267",32.657968
"7580",32.657968
"6329",32.442202
"4076",33.883286
"7240",32.657968
"4400",32.657968
"1161",32.657968
"5240",32.442202
"1932",28.871891
"9643",32.657968
"7994",30.665340
"4930",32.442202
"8563",30.681666
"8477",32.442202
"3281",32.442202
"2168",33.752161
"8440",33.752161
"9396",31.434903
"9023",31.434903
"8064",28.871891
"2899",33.752161
"8337",32.657968
"7673",32.657968
"9386",29.627990
"2939",28.871891
"7415",31.434903
"6294",28.871891
"3775",32.657968
"2667",32.442202
"4463",32.442202
"698",32.442202
"9775",32.442202
"4953",29.627990
"7315",32.657968
"1299",32.657968
"4332",31.097836
"1505",28.871891
"5711",29.627990
"6582",32.442202
"3806",32.657968
"3293",30.107689
"7431",28.871891
"852",29.627990
"9797",31.434903
"6939",32.442202
"3988",31.097836
"1840",32.657968
"532",31.434903
"6455",33.010222
"4367",33.752161
"1151",31.097836
"2782",32.657968
"9383",31.097836
"1998",32.657968
"5589",31.434903
"1285",29.853761
"1593",30.681666
"7381",31.434903
"4341",32.657968
"1961",29.627990
"5321",28.871891
"3807",28.871891
"5400",32.657968
"9739",32.442202
"5055",32.657968
"3189",32.657968
"7257",33.752161
"5612",30.107689
"6295",32.657968
"1050",32.442202
"1771",28.871891
"1814",31.434903
"7027",29.627990
"4793",32.657968
"9262",33.010222
"1946",28.871891
"5074",32.442202
"5018",32.442202
"182",32.657968
"6324",32.657968
"963",33.010222
"9371",32.442202
"6417",31.434903
"4308",28.871891
"5807",28.871891
"7072",32.442202
"4220",32.657968
"2495",33.883286
"8821",31.097836
"964",31.434903
"9089",31.434903
"1071",31.434903
"14",29.627990
"9416",29.853761
"552",29.627990
"9510",32.657968
"8723",32.657968
"8128",33.752161
"8964",33.752161
"8640",28.871891
"9113",31.097836
"2144",29.627990
"9122",29.627990
"7513",32.657968
"4174",33.752161
"2194",33.010222
"2111",33.883286
"3467",28.871891
"227",30.681666
"7756",32.657968
"166",29.853761
"6900",31.434903
"9628",29.853761
"413",32.442202
"7695",32.442202
"4852",32.657968
"3742",33.010222
"577",28.871891
"4462",33.010222
"5871",32.657968
"2875",33.010222
"4358",33.010222
"1935",29.853761
"2687",32.442202
"8629",32.442202
"5553",32.657968
"2426",32.657968
"4219",31.434903
"1443",29.853761
"998",33.010222
"5151",33.010222
"8808",32.657968
"2223",31.434903
"5429",28.871891
"6076",29.853761
"1430",33.752161
"713",28.871891
"2119",33.010222
"1773",31.434903
"519",33.010222
"2143",29.627990
"1097",29.853761
"451",31.434903
"3048",33.010222
"5005",29.627990
"5348",29.853761
"8085",31.434903
"8959",31.097836
"7611",32.657968
"4896",28.871891
"7504",30.107689
"4682",30.681666
"4716",29.627990
"2673",29.853761
"2699",33.010222
"6055",29.853761
"2105",29.853761
"807",32.657968
"7380",32.657968
"492",33.010222
"702",29.627990
"6719",33.010222
"7746",32.657968
"8335",31.434903
"7209",29.627990
"2069",33.010222
"9843",33.010222
"799",29.853761
"8519",32.657968
"5936",29.627990
"7003",33.010222
"6168",31.434903
"3592",28.871891
"8850",31.434903
"9052",33.010222
"7968",32.657968
"8468",29.853761
"8906",33.010222
"8773",29.853761
"7795",29.853761
"5632",33.010222
"6125",33.010222
"2666",33.010222
"924",33.010222
"7475",32.657968
"9790",33.010222
"4704",30.107689
"6897",29.627990
"5812",33.010222
"9801",32.657968
"1488",32.657968
"3032",29.627990
"3018",29.627990
"7614",33.010222
"4753",33.010222
"8226",32.657968
"1536",32.657968
"3098",33.010222
"6873",31.434903
"2160",29.853761
"7783",33.010222
"7332",33.010222
"4615",29.853761
"9887",29.627990
"962",33.010222
"4386",29.853761
"4900",29.853761
"2291",33.010222
"5325",33.010222
"9604",33.010222
"3171",33.752161
"8573",32.657968
"6139",33.010222
"8147",33.010222
"1884",33.010222
"2769",29.853761
"3196",33.010222
"4943",33.010222
"8922",33.752161
"154",30.681666
"6136",29.627990
"1088",29.627990
"2831",29.627990
"3643",33.010222
"1602",31.434903
"3928",30.107689
"857",32.657968
"6059",32.657968
"239",32.657968
"7725",29.627990
"1038",28.871891
"5067",28.871891
"2051",29.853761
"6366",33.010222
"175",33.010222
"9384",29.853761
"4816",29.627990
"6844",32.657968
"4787",33.010222
"5679",33.010222
"7079",29.627990
"1827",33.010222
"762",33.010222
"4107",29.853761
"3370",33.010222
"1782",32.657968
"3135",32.657968
"2420",32.657968
"1933",33.010222
"8457",33.010222
"5686",33.010222
"7537",28.871891
"9873",33.010222
"8297",29.853761
"9633",33.010222
"541",29.853761
"9657",29.853761
"3605",29.627990
"9264",29.627990
"1081",33.010222
"3483",31.434903
"186",33.010222
"8979",29.853761
"6460",33.010222
"3482",29.627990
"7053",33.010222
"3183",30.107689
"8427",30.107689
"5402",33.010222
"2632",32.657968
"9291",33.010222
"4879",29.627990
"7582",29.853761
"8352",29.853761
"8270",29.627990
"8579",33.010222
"4054",33.010222
"4443",32.657968
"631",32.657968
"4642",33.010222
"7946",33.010222
"1259",32.657968
"5932",30.107689
"277",30.060486
"3249",33.010222
"7835",33.010222
"841",28.871891
"6189",29.627990
"4095",29.627990
"3866",33.010222
"7588",29.853761
"8921",29.627990
"1777",29.853761
"3153",33.010222
"6516",33.010222
"9588",33.010222
"3360",33.010222
"3834",33.010222
"5356",33.010222
"8077",29.627990
"1531",29.853761
"7569",29.627990
"4788",33.010222
"3410",29.853761
"3647",33.010222
"6807",33.010222
"810",33.010222
"8341",30.121181
"7527",30.107689
"4489",33.010222
"1186",33.010222
"8687",29.853761
"3317",29.853761
"1761",29.853761
"4338",32.657968
"7836",29.627990
"1573",33.010222
"9627",28.871891
"7200",29.627990
"750",29.627990
"1683",33.010222
"2706",33.010222
"3419",33.010222
"3432",33.010222
"3681",29.627990
"6176",33.010222
"4242",33.010222
"8551",29.853761
"3366",29.853761
"8704",33.010222
"1289",29.853761
"7147",29.853761
"3522",33.010222
"25",29.853761
"6043",33.010222
"920",29.853761
"9784",33.010222
"8636",33.010222
"5050",33.010222
"2060",33.010222
"1540",29.627990
"1645",29.627990
"6863",29.853761
"2623",29.853761
"7846",33.010222
"9481",33.010222
"9042",32.657968
"5073",33.010222
"8037",33.010222
"7347",33.010222
"4120",29.853761
"6750",33.010222
"4904",33.010222
"6901",33.010222
"200",29.627990
"2427",33.010222
"6",30.060486
"7426",33.010222
"4262",33.010222
"1738",33.010222
"1796",33.010222
"5292",33.010222
"8174",33.010222
"2713",29.627990
"5352",33.010222
"8802",29.853761
"3173",29.627990
"995",33.010222
"7849",29.627990
"3533",29.853761
"476",29.853761
"128",29.853761
"3239",33.010222
"7135",29.627990
"7214",29.627990
"9464",33.010222
"6261",29.627990
"5099",29.627990
"3228",29.627990
"7610",29.853761
"4115",29.627990
"8008",30.107689
"6264",29.627990
"315",33.010222
"5981",30.107689
"7881",33.010222
"5618",29.853761
"2707",33.010222
"7267",33.010222
"5865",33.010222
"4811",33.010222
"5438",33.010222
"4542",29.853761
"4688",33.010222
"8357",29.853761
"1431",29.853761
"3924",29.853761
"4776",33.010222
"2619",29.853761
"6046",30.060486
"1074",29.853761
"8772",33.010222
"8094",33.010222
"4952",29.627990
"7967",29.853761
"6978",29.853761
"8710",33.010222
"2544",33.010222
"5993",33.010222
"5938",29.853761
"1388",29.853761
"2002",30.060486
"3981",29.627990
"271",29.627990
"7341",29.853761
"9404",33.010222
"5564",29.853761
"2587",29.853761
"111",29.627990
"7636",33.010222
"4902",29.853761
"8848",29.853761
"973",29.853761
"9710",30.060486
"5362",29.627990
"6524",29.627990
"7335",30.060486
"6839",29.853761
"1938",29.853761
"4919",29.853761
"5373",33.010222
"1029",29.627990
"2935",29.853761
"1022",29.853761
"3063",30.060486
"290",33.010222
"9004",29.853761
"34",29.853761
"3109",29.853761
"2341",29.627990
"9523",30.060486
"6071",29.853761
"722",29.627990
"3065",29.627990
"8524",29.853761
"400",29.853761
"1770",29.627990
"9209",29.853761
"4740",33.010222
"9542",29.853761
"388",29.853761
"5326",29.627990
"1178",29.853761
"9869",29.687658
"9509",30.060486
"4029",29.853761
"3949",30.060486
"5799",29.627990
"679",29.853761
"8754",29.853761
"2883",29.853761
"828",29.627990
"4204",29.627990
"6342",29.853761
"2027",30.060486
"980",29.853761
"3439",29.853761
"4141",29.853761
"5970",29.853761
"83",29.853761
"5231",29.853761
"4232",29.853761
"4431",29.627990
"2590",29.687658
"647",29.853761
"3131",29.627990
"6690",29.627990
"2710",29.853761
"9568",29.687658
"9830",29.853761
"3080",29.853761
"4522",29.853761
"6403",29.627990
"2428",29.853761
"2624",29.853761
"4362",29.627990
"3388",29.627990
"6679",29.627990
"7114",29.627990
"5267",29.687658
"3127",29.853761
"6801",29.853761
"7810",29.687658
"8719",29.853761
"8556",29.853761
"6380",29.627990
"3295",29.687658
"4442",29.853761
"4474",29.853761
"9334",29.853761
"5680",29.853761
"8244",29.853761
"3796",29.853761
"2121",29.627990
"8111",29.627990
"1679",29.687658
"1626",29.687658
"3971",29.853761
"1278",29.627990
"901",29.627990
"4279",29.853761
"7447",29.627990
"281",29.687658
"6122",29.687658
"7761",29.853761
"3810",29.687658
"2819",29.687658
"5023",29.853761
"2029",29.853761
"7825",29.687658
"1690",29.687658
"5245",29.853761
"637",29.853761
"819",29.687658
"320",29.853761
"7694",29.687658
"376",29.687658
"9541",29.627990
"4959",29.627990
"4199",29.627990
"1242",29.853761
"6370",29.853761
"2322",29.687658
"5819",29.687658
"7286",29.687658
"1344",29.853761
"3637",29.853761
"6094",29.687658
"1775",29.687658
"1189",29.627990
"2467",29.627990
"6668",29.687658
"4035",29.627990
"4384",29.853761
"4633",29.627990
"5061",29.853761
"5232",29.627990
"8438",29.687658
"672",29.687658
"4026",29.853761
"8295",29.853761
"4426",29.687658
"423",29.853761
"1381",29.687658
"4190",29.687658
"4390",29.853761
"2327",29.687658
"7987",29.853761
"7943",29.853761
"3123",29.687658
"6497",29.687658
"7533",29.687658
"7091",29.853761
"487",29.853761
"4005",29.853761
"1528",29.687658
"7465",29.687658
"7322",29.627990
"7378",29.627990
"9027",29.627990
"1192",29.687658
"3038",29.853761
"2302",29.853761
"1303",29.853761
"5302",29.853761
"1919",29.687658
"4439",29.687658
"4287",29.687658
"5047",29.687658
"2346",29.627990
"2048",29.853761
"8867",29.853761
"3026",29.687658
"3298",29.853761
"8779",30.060486
"8752",29.687658
"2415",30.060486
"5776",29.853761
"1625",29.687658
"1419",29.853761
"2529",29.853761
